index,var_id,title,sub_id,sub_name,subcsa_id,subcsa_name,notes,vertical,unit,graph_id,graph_name,domain,turunan_variabel,turunan_variabel_id,vertical_variabel
380,65,Nilai Impor,8,Ekspor-Impor,0,NaN,NaN,7.0,ribu US$,1.0,bar,1403,Tidak Ada,0,Kabupaten Indragiri Hilir
755,65,Laju Pertumbuhan Penduduk Per Tahun,12,Kependudukan,0,NaN,NaN,7.0,Persen,1.0,bar,1405,Tidak Ada,0,Minas-Sungai Mandau-Kandis-Siak-Kerinci Kanan-Tualang-Dayun-Lubuk Dalam-Koto Gasib-Mempura-Sungai Apit-Bunga Raya-Sabak Auh-Pusako
140,65,Garis Kemiskinan,23,Kemiskinan,0,NaN,NaN,1.0,Rupiah/Kapita/Bulan,1.0,bar,1473,Tidak Ada,0,Dumai
304,65,Rumah Ibadah,155,Agama,0,NaN,NaN,10.0,Tidak Ada Satuan,1.0,bar,1401,Masjid-Surau/Langgar/Musholla-Gereja-Pura-Wihara,1,Kuantan Mudik-Hulu Kuantan-Gunung Toar-Pucuk Rantau-Singingi-Singingi Hilir-Kuantan Tengah-Sentajo Raya-Benai-Kuantan Hilir-Pangean-Logas Tanah Darat-Kuantan Hilir Seberang-Cerenti-Inuman-Kuantan Singingi
831,66,Indeks Pembangunan Manusia,26,Indeks Pembangunan Manusia,0,NaN,NaN,24.0,Tidak Ada Satuan,1.0,bar,1406,Tidak Ada,0,Kampar
913,66,Luas Panen Sayuran Menurut Kecamatan dan Jenis Sayuran,55,Hortikultura,0,NaN,"Sumber: BPS, Laporan Statistik  Pertanian Hortikultura",8.0,Hektar,1.0,bar,1407,Cabai Besar-Cabai Rawit-Bayam-Terung-Ketimun-Kangkung,1,Rokan IV Koto-Pendalian IV Koto-Tandun-Kabun-Ujung Batu-Rambah Samo-Rambah-Rambah Hilir-Bangun Purba-Tambusai-Tambusai Utara-Kepenuhan-Kepenuhan Hulu-Kunto Darussalam-Pagaran Tapah Darussalam-Bonai Darussalam-Rokan Hulu
738,66,Laju Pertumbuhan PDRB Kabupaten Pelalawan Atas Dasar Harga Konstan 2010 menurut Pengeluaran,154,Produk Domestik Regional Bruto (Pengeluaran),0,NaN,Tahun 2018 merupakan angka sementara dan Tahun 2019 merupakan angka sangat sementara,37.0,Persen,1.0,bar,1404,Tidak Ada,0,Pengeluaran Konsumsi Rumah Tangga-Pengeluaran konsumsi LNPRT-Pengeluaran Konsumsi LNPRT-Pengeluaran Konsumsi Pemerintah-Pembentukan Modal Tetap Bruto-Net Ekspor Barang dan Jasa-Dikurangi Impor Barang dan Jasa-Produk Domestik Regional Bruto
996,66,Indeks Pembangunan Gender,40,Gender,0,NaN,NaN,1.0,Tidak Ada Satuan,1.0,bar,1409,Tidak Ada,0,Rokan Hilir
33,66,Populasi Ternak Dirinci Menurut Jenis Ternak Dan Kecamatan  Di Kota Pekanbaru ,24,Peternakan,0,NaN,"- Sumber: Dinas Pertanian Kota Pekanbaru&lt;br/&gt; - Data dikutip dari Publikasi Kota Pekanbaru Dalam Angka
",5.0,Ekor,1.0,bar,1471,Sapi Potong-Kerbau-Kambing-Babi,1,Tampan-Payung Sekaki-Bukit Raya-Marpoyan Damai-Tenayan Raya-Limapuluh-Sail-Pekanbaru Kota-Sukajadi-Senapelan-Rumbai-Rumbai Pesisir-Kota Pekanbaru
758,66,Panjang Jalan Menurut Jenis Permukaan dan Kondisi Jalan,17,Transportasi,0,NaN,"Sumber: Dinas Pekerjaan Umum, Tata Ruang, Perumahan Rakyat dan Kawasan Pemukiman Kabupaten Siak",13.0,km,1.0,bar,1405,Baik-Sedang-Rusak-Rusak Berat-Jumlah,1,Diaspal-Base (Kerikil)-Beton-Tanah-Jumlah
832,67,Rata-rata Lama Sekolah,26,Indeks Pembangunan Manusia,0,NaN,NaN,24.0,Tahun,1.0,bar,1406,Tidak Ada,0,Kampar
34,67,Populasi Ternak Unggas Dirinci Menurut Jenis Unggas  Dan Kecamatan Di Kota Pekanbaru,24,Peternakan,0,NaN,"- Sumber: Dinas Pertanian Kota Pekanbaru&lt;br/&gt; - Data dikutip dari Publikasi Kota Pekanbaru Dalam Angka
",5.0,Ekor,1.0,bar,1471,Ayam Pedaging-Ayam Petelur-Ayam Buras-Itik-Itik Manila,1,Tampan-Payung Sekaki-Bukit Raya-Marpoyan Damai-Tenayan Raya-Limapuluh-Sail-Pekanbaru Kota-Sukajadi-Senapelan-Rumbai-Rumbai Pesisir-Kota Pekanbaru
381,67,Volume Ekspor,8,Ekspor-Impor,0,NaN,NaN,7.0,ribu KG,1.0,bar,1403,Tidak Ada,0,Kabupaten Indragiri Hilir
866,67,Data Kependudukan per Kecamatan,12,Kependudukan,0,NaN,Sumber data: Dinas Kependudukan dan Catatan Sipil (Disdukcapil)Kabupaten Rokan Hulu,8.0,Jiwa,3.0,line,1407,Tidak Ada,0,Rokan IV Koto-Pendalian IV Koto-Tandun-Kabun-Ujung Batu-Rambah Samo-Rambah-Rambah Hilir-Bangun Purba-Tambusai-Tambusai Utara-Kepenuhan-Kepenuhan Hulu-Kunto Darussalam-Pagaran Tapah Darussalam-Bonai Darussalam-Rokan Hulu
981,67,Angka Kemiskinan,23,Kemiskinan,0,NaN,NaN,12.0,Tidak Ada Satuan,3.0,line,1409,Tidak Ada,0,Jumlah Penduduk Miskin (000 jiwa)-Persentase Penduduk Miskin (%)-Indeks Kedalaman Kemiskinan (P1)-Indeks Keparahan Kemiskinan (P2)-Garis Kemiskinan (Rupiah)
148,67,Umur Harapan Hidup,26,Indeks Pembangunan Manusia,0,NaN,NaN,1.0,Tahun,3.0,line,1473,Tidak Ada,0,Dumai
1006,68,Indeks Implisit PDRB Seri 2010,52,Produk Domestik Regional Bruto (Lapangan Usaha),0,NaN,Tahun 2018 merupakan angka sementara dan Tahun 2019 merupakan angka sangat sementara,8.0,Tidak Ada Satuan,1.0,bar,1409,Tidak Ada,0,"Pertanian, Kehutanan, dan Perikanan-Pertambangan dan Penggalian-Industri Pengolahan-Pengadaan Listrik dan Gas-Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang-Konstruksi-Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor-Transportasi dan Pergudangan-Penyediaan Akomodasi dan Makan Minum-Informasi dan Komunikasi-Real Estat-Jasa Perusahaan-Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib-Jasa Pendidikan-Jasa Kesehatan dan Kegiatan Sosial-Jasa lainnya-PRODUK DOMESTIK REGIONAL BRUTO"
833,68,Harapan Lama Sekolah,26,Indeks Pembangunan Manusia,0,NaN,NaN,24.0,Tahun,1.0,bar,1406,Tidak Ada,0,Kampar
22,68,Banyaknya Hotel Di Kota Pekanbaru Dirinci Menurut Kecamatan,16,Pariwisata,0,NaN,"- Data dikutip dari Publikasi Kota Pekanbaru Dalam Angka
",5.0,Tidak Ada Satuan,1.0,bar,1471,Hotel Berbintang-Hotel Melati-Hotel Berbintang+Hotel Melati,1,Tampan-Payung Sekaki-Bukit Raya-Marpoyan Damai-Tenayan Raya-Limapuluh-Sail-Pekanbaru Kota-Sukajadi-Senapelan-Rumbai-Rumbai Pesisir-Kota Pekanbaru
305,68,Jamaah Haji,155,Agama,0,NaN,NaN,10.0,Jiwa,1.0,bar,1401,Laki-laki-Perempuan-Laki-laki+Perempuan,1,Kuantan Mudik-Hulu Kuantan-Gunung Toar-Pucuk Rantau-Singingi-Singingi Hilir-Kuantan Tengah-Sentajo Raya-Benai-Kuantan Hilir-Pangean-Logas Tanah Darat-Kuantan Hilir Seberang-Cerenti-Inuman-Kuantan Singingi
382,68,Volume Impor,8,Ekspor-Impor,0,NaN,NaN,7.0,ribu KG,1.0,bar,1403,Tidak Ada,0,Kabupaten Indragiri Hilir
834,69,Usia Harapan Hidup,26,Indeks Pembangunan Manusia,0,NaN,NaN,24.0,Tahun,1.0,bar,1406,Tidak Ada,0,Kampar
867,69,Kepadatan Penduduk per km2 Menurut Kecamatan,12,Kependudukan,0,NaN,NaN,8.0,per km2,1.0,bar,1407,Tidak Ada,0,Rokan IV Koto-Pendalian IV Koto-Tandun-Kabun-Ujung Batu-Rambah Samo-Rambah-Rambah Hilir-Bangun Purba-Tambusai-Tambusai Utara-Kepenuhan-Kepenuhan Hulu-Kunto Darussalam-Pagaran Tapah Darussalam-Bonai Darussalam-Rokan Hulu
1111,69,Hewan Qurban,108,Agama,0,NaN,NaN,7.0,Ekor,1.0,bar,1410,Kerbau-Sapi-Kambing,1,Tebing Tinggi Barat-Tebing Tinggi-Tebing Tinggi Timur-Rangsang-Rangsang Pesisir-Rangsang Barat-Merbau-Pulau Merbau-Tasik Putri Puyu-Kepulauan Meranti
303,69,Perusahaan Berpotensi Mencemarkan Lingkungan,152,Lingkungan Hidup,0,NaN,NaN,10.0,Unit,1.0,bar,1401,Tidak Ada,0,Kuantan Mudik-Hulu Kuantan-Gunung Toar-Pucuk Rantau-Singingi-Singingi Hilir-Kuantan Tengah-Sentajo Raya-Benai-Kuantan Hilir-Pangean-Logas Tanah Darat-Kuantan Hilir Seberang-Cerenti-Inuman-Kuantan Singingi
149,69,Rata-rata Lama Sekolah,26,Indeks Pembangunan Manusia,0,NaN,NaN,1.0,Tahun,1.0,bar,1473,Tidak Ada,0,Dumai
402,69,Angka Partisipasi Kasar (APK),28,Pendidikan,0,NaN,NaN,12.0,Persen,1.0,bar,1403,Tidak Ada,0,SD/MI/KELAS A-SMP/MTs/KELAS B-SMA/SMK/MA/KELAS C
35,69,Banyaknya Pemotongan Ternak Yang Tercatat Di Rph Kota Pekanbaru Dirinci Menurut Jenis Ternak,24,Peternakan,0,NaN,"- Sumber: Dinas Pertanian Kota Pekanbaru&lt;br/&gt; - Data dikutip dari Publikasi Kota Pekanbaru Dalam Angka
",28.0,Ekor,1.0,bar,1471,Tidak Ada,0,Sapi - Jantan-Sapi - Betina-Kerbau - Jantan-Kerbau - Betina-Babi - Jantan-Babi - Betina
1015,69,Distribusi PDRB Kabupaten Rokan Hilir Atas Dasar Harga Berlaku Menurut Pengeluaran,156,Produk Domestik Regional Bruto (Pengeluaran),0,NaN,"2018 Angka sementara, 2019 Angka sangat sementara",9.0,Persen,1.0,bar,1409,Tidak Ada,0,Pengeluaran Konsumsi Rumah Tangga-Pengeluaran Konsumsi LNPRT-Pengeluaran Konsumsi Pemerintah-Pembentukan Modal Tetap Bruto-Perubahan Inventori-Net Ekspor Barang dan Jasa-PDRB
795,69,Indikator Keamanan Kabupaten Siak,34,Politik dan Keamanan,0,NaN,Sumber: Kepolisian Resort Kabupaten Siak,14.0,Tidak Ada Satuan,1.0,bar,1405,Tidak Ada,0,Jumlah Kantor Polisi-a. Jumlah Polres/Polresta-b. Jumlah Polsek/Polsekta-c. Jumlah Pos Polisi-Jumlah Personil Polisi-a. Laki-laki-b. Perempuan-Jumlah Kejahatan-Jumlah Kejahatan yang diselesaikan
739,69,Distribusi PDRB Kabupaten Pelalawan Atas Dasar Harga Berlaku menurut Pengeluaran,154,Produk Domestik Regional Bruto (Pengeluaran),0,NaN,Tahun 2018 merupakan angka sementara dan Tahun 2019 merupakan angka sangat sementara,37.0,Persen,1.0,bar,1404,Tidak Ada,0,Pengeluaran Konsumsi Rumah Tangga-Pengeluaran konsumsi LNPRT-Pengeluaran Konsumsi LNPRT-Pengeluaran Konsumsi Pemerintah-Pembentukan Modal Tetap Bruto-Perubahan Inventori-Net Ekspor Barang dan Jasa-Dikurangi Impor Barang dan Jasa-Produk Domestik Regional Bruto
980,70,Jumlah Rumah Tangga,12,Kependudukan,0,NaN,"Sumber : BPS, Sensus Penduduk (SP) 2010 dan proyeksi Penduduk Indonesia 2015-2045",5.0,Rumah Tangga,1.0,bar,1409,Tidak Ada,0,Tanah Putih-Pujud-Tanah Putih Tanjung Melawan-Rantau Kopar-Tanjung Medan-Bagan Sinembah-Simpang Kanan-Bagan Sinembah Raya-Balai Jaya-Kubu-Pasir Limau Kapas-Kubu Babusalam-Bangko-Sinaboi-Batu Hampar-Pekaitan-Rimba Melintang-Bangko Pusako-Total
852,70,Umur Harapan Hidup Saat Lahir Menurut Jenis Kelamin,152,Gender,0,NaN,NaN,24.0,Tidak Ada Satuan,1.0,bar,1406,Laki-laki-Perempuan-Total,1,Kampar
740,70,Laju Implisit PDRB Kabupaten Pelalawan menurut Pengeluaran,154,Produk Domestik Regional Bruto (Pengeluaran),0,NaN,Tahun 2018 merupakan angka sementara dan Tahun 2019 merupakan angka sangat sementara,37.0,Persen,1.0,bar,1404,tabel tidak ada,0,tabel tidak ada
136,70,Panjang Jalan Menurut Kondisi Jalan,17,Transportasi,0,NaN,NaN,5.0,km,1.0,bar,1473,Baik-Sedang-Rusak Ringan-Rusak Berat-Total,1,Bukit Kapur-Medang Kampai-Sungai Sembilan-Dumai Barat-Dumai Selatan-Dumai Timur-Dumai Kota-Total
373,70, Rata-Rata Pengeluaran per Kapita Sebulan Menurut Kelompok Barang,5,Konsumsi dan Pengeluaran,0,NaN,NaN,11.0,Ribu Rupiah,1.0,bar,1403,Tidak Ada,0,"Makanan-Padi-padian-Umbi-umbian-Ikan  Udang  Cumi  Kerang-Daging-Telur dan Susu-Sayur-sayuran-kacang-kacangan-Buah-buahan-Minyak dan kelapa-Bahan minuman-Bumbu-bumbuan-Konsumsi lainnnya-Makanan dan minuman jadi-Rokok-BUKAN MAKANAN -Perumahan dan fasilitas rumah tangga-Aneka barang dan jasa-Pakaian, alas kaki, dan tutup kepala-Barang  tahan lama-Pajak dan premi asuransi-Keperluan pesta dan upacara-Jumlah Makanan dan Bukan Makanan"
246,71,Raudhatul Athfal,28,Pendidikan,0,NaN,NaN,10.0,Unit,1.0,bar,1401,Negeri-Swasta-Jumlah,1,Kuantan Mudik-Hulu Kuantan-Gunung Toar-Pucuk Rantau-Singingi-Singingi Hilir-Kuantan Tengah-Sentajo Raya-Benai-Kuantan Hilir-Pangean-Logas Tanah Darat-Kuantan Hilir Seberang-Cerenti-Inuman-Kuantan Singingi
853,71,Harapan Lama Sekolah (HLS) Menurut Jenis Kelamin,152,Gender,0,NaN,NaN,24.0,Tidak Ada Satuan,1.0,bar,1406,Laki-laki-Perempuan-Total,1,Kampar
814,71,Jumlah Pegawai Negeri Sipil Menurut Kepangkatan dan Jenis Kelamin,101,Pemerintahan,0,NaN,Sumber: Badan Kepegawaian dan Pengembangan Sumber Daya Manusia Kabupaten Siak,15.0,Tidak Ada Satuan,1.0,bar,1405,Laki-Laki-Perempuan-TOTAL,1,I/A (Juru Muda)-I/B (Juru Muda Tingkat I)-I/C (Juru)-I/D (Juru Tingkat I)-II/A (Pengatur Muda)-II/B (Pengatur Muda Tingkat I)-II/C (Pengatur)-II/D (Pengatur Tingkat I)-III/A (Penata Muda)-III/B (Penata Muda Tingkat I)-III/C (Penata)-III/D (Penata Tingkat I)-IV/A (Pembina)-IV/B (Pembina Tingkat I)-IV/C (Pembina Utama Muda)-IV/D (Pembina Utama Madya)-IV/E (Pembina Utama)-Jumlah
921,71,Jumlah Desa/Kelurahan,101,Pemerintahan,0,NaN,"sumber: Peraturan Kepala Badan Pusat Statistik Nomor 29 Tahun 2018 Tanggal 15 Januari 2018 tentang Perubahan Atas
Peraturan Kepala Badan Pusat Statistik Nomor 55 Tahun 2017 tentang Kode dan Nama Wilayah Kerja Statistik Tahun
2017",8.0,Tidak Ada Satuan,3.0,line,1407,Tidak Ada,0,Rokan IV Koto-Pendalian IV Koto-Tandun-Kabun-Ujung Batu-Rambah Samo-Rambah-Rambah Hilir-Bangun Purba-Tambusai-Tambusai Utara-Kepenuhan-Kepenuhan Hulu-Kunto Darussalam-Pagaran Tapah Darussalam-Bonai Darussalam-Rokan Hulu
403,71,Angka Partisipasi Murni (APM),28,Pendidikan,0,NaN,NaN,12.0,Persen,1.0,bar,1403,Tidak Ada,0,SD/MI/KELAS A-SMP/MTs/KELAS B-SMA/SMK/MA/KELAS C
854,72,Rata-rata Lama Sekolah (RLS) Menurut Jenis Kelamin,152,Gender,0,NaN,NaN,24.0,Tidak Ada Satuan,1.0,bar,1406,Laki-laki-Perempuan-Total,1,Kampar
247,72,Madrasah Ibtidaiyah,28,Pendidikan,0,NaN,NaN,10.0,Unit,1.0,bar,1401,Negeri-Swasta-Jumlah,1,Kuantan Mudik-Hulu Kuantan-Gunung Toar-Pucuk Rantau-Singingi-Singingi Hilir-Kuantan Tengah-Sentajo Raya-Benai-Kuantan Hilir-Pangean-Logas Tanah Darat-Kuantan Hilir Seberang-Cerenti-Inuman-Kuantan Singingi
993,72,"Indeks Pembangunan Manusia (IPM), Metode Baru",26,Indeks Pembangunan Manusia,0,NaN,NaN,1.0,Tidak Ada Satuan,3.0,line,1409,Tidak Ada,0,Rokan Hilir
404,72,Angka Partisipasi Sekolah (APS),28,Pendidikan,0,NaN,NaN,15.0,Persen,1.0,bar,1403,Tidak Ada,0,7-12-13-15-16-18
741,72,PDRB Kabupaten Pelalawan Atas Dasar Harga Konstan menurut Pengeluaran,154,Produk Domestik Regional Bruto (Pengeluaran),0,NaN,Tahun 2018 merupakan angka sementara dan Tahun 2019 merupakan angka sangat sementara,37.0,Juta Rupiah,1.0,bar,1404,Tidak Ada,0,Pengeluaran Konsumsi Rumah Tangga-Pengeluaran konsumsi LNPRT-Pengeluaran Konsumsi LNPRT-Pengeluaran Konsumsi Pemerintah-Pembentukan Modal Tetap Bruto-Perubahan Inventori-Net Ekspor Barang dan Jasa-Dikurangi Impor Barang dan Jasa-Produk Domestik Regional Bruto
124,72,Jumlah Penduduk Menurut Jenis Kelamin,12,Kependudukan,0,NaN,NaN,1.0,Jiwa,1.0,bar,1473,Laki-Laki-Perempuan-Total,1,Dumai
405,73,Persentase Penduduk Berumur 15 Tahun Ke Atas yang Melek huruf Menurut Jenis Kelamin,28,Pendidikan,0,NaN,NaN,7.0,Persen,1.0,bar,1403,Laki - Laki-Perempuan-Jumlah,1,Kabupaten Indragiri Hilir
669,73,Indeks Pembangunan Gender,40,Gender,0,NaN,IPG dapat digunakan untuk mengetahui kesenjangan pembangunan manusia antara laki-laki dan perempuan. Kesetaraan gender terjadi apabila nilai IPM sama dengan IPG. Nilai IPG berkisar antara 0-100 persen. Bila nilai IPG semakin tinggi maka semakin tinggi kesenjangan pembangunan antara laki-laki dan perempuan.,1.0,Persen,3.0,line,1404,Tidak Ada,0,Pelalawan
922,73,Jumlah Pegawai Negeri Sipil menurut Jabatan dan Jenis Kelamin,101,Pemerintahan,0,NaN,"Sumber: Badan Kepegawaian, Pendidikan, dan Pelatihan",17.0,Tidak Ada Satuan,1.0,bar,1407,Laki-Laki-Perempuan-Jumlah,1,Fungsional Tertentu dan Fungsional Umum-Struktural Eselon IV-Struktural Eselon III-Struktural Eselon II-Jumlah
248,73,Madrasah Tsanawiyah,28,Pendidikan,0,NaN,NaN,10.0,Unit,1.0,bar,1401,Negeri-Swasta-Jumlah,1,Kuantan Mudik-Hulu Kuantan-Gunung Toar-Pucuk Rantau-Singingi-Singingi Hilir-Kuantan Tengah-Sentajo Raya-Benai-Kuantan Hilir-Pangean-Logas Tanah Darat-Kuantan Hilir Seberang-Cerenti-Inuman-Kuantan Singingi
815,73,Jumlah Pegawai Negeri Sipil Menurut Tingkat Pendidikan dan Jenis Kelamin,101,Pemerintahan,0,NaN,Sumber: Badan Kepegawaian dan Pengembangan Sumber Daya Manusia Kabupaten Siak,16.0,Tidak Ada Satuan,1.0,bar,1405,Laki-Laki-Perempuan-TOTAL,1,"Sampai dengan SD-SLTP/Sederajat-SMA/Sederajat-Diploma I, II/Akta, II-Diploma III/Akta III/Sarjana-Tingkat Sarjana/Doktor/Ph.D-Jumlah"
1009,74,Luas Wilayah dan Persentase Terhadap Luas Total,153,Geografi,0,NaN,NaN,5.0,Tidak Ada Satuan,1.0,bar,1409,Luas Daerah-Persentase Luas,2,Tanah Putih-Pujud-Tanah Putih Tanjung Melawan-Rantau Kopar-Tanjung Medan-Bagan Sinembah-Simpang Kanan-Bagan Sinembah Raya-Balai Jaya-Kubu-Pasir Limau Kapas-Kubu Babusalam-Bangko-Sinaboi-Batu Hampar-Pekaitan-Rimba Melintang-Bangko Pusako-Total
406,74,Jumlah Sarana Kesehatan,30,Kesehatan,0,NaN,NaN,13.0,Unit,1.0,bar,1403,Tidak Ada,0,Rumah Sakit -Puskesmas-Pustu-Poskesdes/Polindes
886,74,Jumlah Penduduk Menurut Kelompok Umur dan Jenis Kelamin,40,Gender,0,NaN,NaN,16.0,Jiwa,3.0,line,1407,Laki-Laki-Perempuan-Jumlah,1,0-4-5-9-10-14-15-19-20-24-25-29-30-34-35-39-40-44-45-49-50-54-55-59-60-64-65-69-70-74-75+-Rokan Hulu
249,74,Madrasah Aliyah,28,Pendidikan,0,NaN,NaN,10.0,Unit,1.0,bar,1401,Negeri-Swasta-Jumlah,1,Kuantan Mudik-Hulu Kuantan-Gunung Toar-Pucuk Rantau-Singingi-Singingi Hilir-Kuantan Tengah-Sentajo Raya-Benai-Kuantan Hilir-Pangean-Logas Tanah Darat-Kuantan Hilir Seberang-Cerenti-Inuman-Kuantan Singingi
670,74,Indeks Pemberdayaan Gender,40,Gender,0,NaN,NaN,1.0,Persen,3.0,line,1404,Tidak Ada,0,Pelalawan
816,74,Jumlah Pegawai Negeri Sipil Menurut Kelompok Umur dan Jenis Kelamin,101,Pemerintahan,0,NaN,Sumber: Badan Kepegawaian dan Pengembangan Sumber Daya Manusia Kabupaten Siak,9.0,Tidak Ada Satuan,1.0,bar,1405,Laki-Laki-Perempuan-TOTAL,1,20-30 tahun-31-40 tahun-41-50 tahun-Diatas 50 tahun-Jumlah
855,74,Pengeluaran Per Kapita yang Disesuaikan Menurut Jenis Kelamin,152,Gender,0,NaN,NaN,24.0,Ribu Rupiah/Orang/Tahun,1.0,bar,1406,Laki-laki-Perempuan-Total,1,Kampar
856,75,Indeks Pemberdayaan Gender (IDG),152,Gender,0,NaN,NaN,24.0,Tidak Ada Satuan,1.0,bar,1406,Tidak Ada,0,Kampar
735,75,Jarak antara Ibukota Kabupaten dengan ibukota kecamatan di Kabupaten Pelalawan,153,Geografi,0,NaN,NaN,17.0,km,1.0,bar,1404,Tidak Ada,0,Langgam-Pangkalan Kerinci-Bandar Sei Kijang-Pangkalan Kuras-Ukui-Pangkalan Lesung-Bunut-Pelalawan-Bandar Petalangan-Kuala Kampar-Kerumutan-Teluk Meranti
982,75,Gini Ratio,23,Kemiskinan,0,NaN,NaN,1.0,Tidak Ada Satuan,1.0,bar,1409,Tidak Ada,0,Rokan Hilir
796,75,Jumlah Anggota DPRD Menurut Fraksi dan Jenis Kelamin,34,Politik dan Keamanan,0,NaN,Sumber: Sekretariat DPRD Kabupaten Siak,17.0,Tidak Ada Satuan,1.0,bar,1405,Laki-Laki-Perempuan-TOTAL,1,Fraksi Golkar-Fraksi PDI Perjuangan-Fraksi Gerinda-Fraksi PAN-Fraksi Partai Demokrat-Fraksi Hanura Nasional-PPP-PKB-PKS-PBB-Nasdem-PKPI-Jumlah
407,75,Jumlah tenaga Kesehatan,30,Kesehatan,0,NaN,NaN,16.0,Tidak Ada Satuan,1.0,bar,1403,Tidak Ada,0,KERITANG-KEMUNING-RETEH-SUNGAI BATANG-ENOK-TANAH MERAH-KUALA INDRAGIRI-CONCONG-TEMBILAHAN-TEMBILAHAN HULU-TEMPULING-KEMPAS-BATANG TUAKA-GAUNG ANAK SERKA-GAUNG-MANDAH-KATEMAN-PELANGIRAN-TELUK BELENGKONG-PULAU BURUNG-INDRAGIRI HILIR
227,76,Nasabah dan Uang Pinjaman pada PT. Pegadaian (Persero),13,Keuangan,0,NaN,NaN,16.0,Tidak Ada Satuan,1.0,bar,1401,Tidak Ada,0,Nasabah-Kredit (Juta Rupiah)-Pelunasan (Juta Rupiah)-Lelang (Juta Rupiah)-Stok Akhir (Juta Rupiah)
1010,76,Tinggi Wilayah,153,Geografi,0,NaN,NaN,5.0,Tidak Ada Satuan,1.0,bar,1409,Tidak Ada,0,Tanah Putih-Pujud-Tanah Putih Tanjung Melawan-Rantau Kopar-Bagan Sinembah-Simpang Kanan-Kubu-Pasir Limau Kapas-Kubu Babusalam-Bangko-Sinaboi-Batu Hampar-Pekaitan-Rimba Melintang-Bangko Pusako
868,76,Jumlah Rumah Tangga dan Rata-Rata Banyaknya Anggota Rumah Tangga,12,Kependudukan,0,NaN,NaN,8.0,Jiwa,3.0,line,1407,Rumah Tangga-Rata-rata Banyaknya Anggota Rumah Tangga,2,Rokan IV Koto-Pendalian IV Koto-Tandun-Kabun-Ujung Batu-Rambah Samo-Rambah-Rambah Hilir-Bangun Purba-Tambusai-Tambusai Utara-Kepenuhan-Kepenuhan Hulu-Kunto Darussalam-Pagaran Tapah Darussalam-Bonai Darussalam-Rokan Hulu
857,76,[IDG] Persentase Keterlibatan di Parlemen,152,Gender,0,NaN,NaN,24.0,Persen,1.0,bar,1406,Laki-laki-Perempuan,1,Kampar
408,76,Indeks Pembangunan Gender,40,Gender,0,NaN,NaN,7.0,Tidak Ada Satuan,1.0,bar,1403,Tidak Ada,0,Kabupaten Indragiri Hilir
671,76,Penduduk Jenis Kelamin,40,Gender,0,NaN,"Badan Pusat Statistik, Sensus Penduduk (SP) 2010 dan Proyeksi Penduduk Indonesia 2010-2020",5.0,Jiwa,1.0,bar,1404,Laki-laki-Perempuan-Total,1,Langgam-Pangkalan Kerinci-Bandar Sei Kijang-Pangkalan Kuras-Ukui-Pangkalan Lesung-Bunut-Pelalawan-Bandar Petalangan-Kuala Kampar-Kerumutan-Teluk Meranti-Kabupaten Pelalawan
629,77,Tenaga Kesehatan,30,Kesehatan,0,NaN,Dinas Kesehatan Kabupaten Pelalawan,5.0,Tidak Ada Satuan,1.0,bar,1404,Dokter-Perawat-Bidan,1,Langgam-Pangkalan Kerinci-Bandar Sei Kijang-Pangkalan Kuras-Ukui-Pangkalan Lesung-Bunut-Pelalawan-Bandar Petalangan-Kuala Kampar-Kerumutan-Teluk Meranti-Kabupaten Pelalawan
946,77,Tingkat Partisipasi Angkatan Kerja,152,Tenaga Kerja,0,NaN,NaN,1.0,Tidak Ada Satuan,3.0,line,1407,Tidak Ada,0,Rokan Hulu
983,77,Jumlah Penduduk Miskin,23,Kemiskinan,0,NaN,NaN,1.0,Ribu Jiwa,1.0,bar,1409,Tidak Ada,0,Rokan Hilir
421,77,Curah Hujan Menurut Bulan,151,Iklim,0,NaN,NaN,18.0,mm,3.0,line,1403,Tidak Ada,0,Januari-Februari-Maret-April-Mei-Juni-Juli-Agustus-September-Oktober-November-Desember
858,77,"[IDG] Persentase Tenaga Manager, Profesional, Administrasi, Teknisi",152,Gender,0,NaN,NaN,24.0,Persen,1.0,bar,1406,Laki-laki-Perempuan,1,Kampar
125,77,Sex Ratio,12,Kependudukan,0,NaN,NaN,1.0,Tidak Ada Satuan,1.0,bar,1473,Tidak Ada,0,Dumai
228,78,Jenis Koperasi,13,Keuangan,0,NaN,NaN,10.0,Unit,1.0,bar,1401,KUD-Non KUD-Jumlah,1,Kuantan Mudik-Hulu Kuantan-Gunung Toar-Pucuk Rantau-Singingi-Singingi Hilir-Kuantan Tengah-Sentajo Raya-Benai-Kuantan Hilir-Pangean-Logas Tanah Darat-Kuantan Hilir Seberang-Cerenti-Inuman-Kuantan Singingi
1086,78,Padi Non Hibrida,53,Tanaman Pangan,0,NaN,NaN,7.0,Tidak Ada Satuan,1.0,bar,1410,Luas Tanam (Ha)-Luas Panen (Ha)-Produksi (Ton),2,Tebing Tinggi Timur-Rangsang-Rangsang Pesisir-Rangsang Barat-Pulau Merbau-Kepulauan Meranti
